X;Y;fid;cng_(Meters);LABEL;MAP_LABEL
598888.63198577;6755489.27756626;1;0;G02_LC001;G02_LC001
598628.730911267;6755455.93081347;1;270;G02_LC010;G02_LC010
598600.15060226;6755187.87252658;1;570;G02_LC020;G02_LC020
598817.434745598;6754997.20146082;1;870;G02_LC030;G02_LC030
599082.461762392;6755057.72747943;1;1170;G02_LC040;G02_LC040
599050.961179828;6755327.24758302;1;1470;G02_LC050;G02_LC050
599499.981430853;6754308.10662075;2;30;G02_UH002;
599511.73068654;6754335.71015296;2;60;G02_UH003;
599523.479942226;6754363.31368518;2;90;G02_UH004;
599535.229197913;6754390.9172174;2;120;G02_UH005;
599546.9784536;6754418.52074961;2;150;G02_UH006;
599558.727709286;6754446.12428183;2;180;G02_UH007;
599570.476964973;6754473.72781404;2;210;G02_UH008;
599582.22622066;6754501.33134626;2;240;G02_UH009;
599605.724732033;6754556.53841069;2;300;G02_UH011;
599617.47398772;6754584.14194291;2;330;G02_UH012;
599629.223243406;6754611.74547513;2;360;G02_UH013;
599640.972499093;6754639.34900734;2;390;G02_UH014;
599652.72175478;6754666.95253956;2;420;G02_UH015;
599664.471010466;6754694.55607177;2;450;G02_UH016;
599676.220266153;6754722.15960399;2;480;G02_UH017;
599687.96952184;6754749.76313621;2;510;G02_UH018;
599699.718777526;6754777.36666842;2;540;G02_UH019;
599729.094300023;6754780.35654181;2;600;G02_UH021;
599746.685410258;6754756.05524883;2;630;G02_UH022;
599764.276520494;6754731.75395585;2;660;G02_UH023;
599781.86763073;6754707.45266286;2;690;G02_UH024;
599799.458740966;6754683.15136988;2;720;G02_UH025;
599817.049851202;6754658.85007689;2;750;G02_UH026;
599834.640961438;6754634.54878391;2;780;G02_UH027;
599852.232071674;6754610.24749093;2;810;G02_UH028;
599869.82318191;6754585.94619794;2;840;G02_UH029;
599905.005402382;6754537.34361198;2;900;G02_UH031;
599922.596512617;6754513.04231899;2;930;G02_UH032;
599940.187622853;6754488.74102601;2;960;G02_UH033;
599957.778733089;6754464.43973303;2;990;G02_UH034;
599975.369843325;6754440.13844004;2;1020;G02_UH035;
599992.960953561;6754415.83714706;2;1050;G02_UH036;
600010.552063797;6754391.53585408;2;1080;G02_UH037;
600028.143174033;6754367.23456109;2;1110;G02_UH038;
600045.734284269;6754342.93326811;2;1140;G02_UH039;
600080.91650474;6754294.33068214;2;1200;G02_UH041;
600098.507614976;6754270.02938916;2;1230;G02_UH042;
600116.098725212;6754245.72809618;2;1260;G02_UH043;
600133.689835448;6754221.42680319;2;1290;G02_UH044;
600151.280945684;6754197.12551021;2;1320;G02_UH045;
600168.87205592;6754172.82421723;2;1350;G02_UH046;
600186.463166156;6754148.52292424;2;1380;G02_UH047;
600204.054276392;6754124.22163126;2;1410;G02_UH048;
600221.645386627;6754099.92033827;2;1440;G02_UH049;
600256.827607099;6754051.31775231;2;1500;G02_UH051;
600274.418717335;6754027.01645932;2;1530;G02_UH052;
600292.009827571;6754002.71516634;2;1560;G02_UH053;
600309.600937807;6753978.41387336;2;1590;G02_UH054;
600327.192048043;6753954.11258037;2;1620;G02_UH055;
600344.783158279;6753929.81128739;2;1650;G02_UH056;
600362.374268514;6753905.50999441;2;1680;G02_UH057;
600379.96537875;6753881.20870142;2;1710;G02_UH058;
600397.556488986;6753856.90740844;2;1740;G02_UH059;
600432.738709458;6753808.30482247;2;1800;G02_UH061;
600444.263694707;6753833.58595978;2;1830;G02_UH062;
600455.477404433;6753861.4113567;2;1860;G02_UH063;
600466.691114159;6753889.23675363;2;1890;G02_UH064;
600477.904823886;6753917.06215056;2;1920;G02_UH065;
600489.118533612;6753944.88754749;2;1950;G02_UH066;
600500.332243339;6753972.71294441;2;1980;G02_UH067;
600511.545953065;6754000.53834134;2;2010;G02_UH068;
600522.759662792;6754028.36373827;2;2040;G02_UH069;
600545.187082244;6754084.01453212;2;2100;G02_UH071;
600556.400791971;6754111.83992905;2;2130;G02_UH072;
600567.614501697;6754139.66532598;2;2160;G02_UH073;
600578.828211424;6754167.49072291;2;2190;G02_UH074;
600590.04192115;6754195.31611983;2;2220;G02_UH075;
600601.255630877;6754223.14151676;2;2250;G02_UH076;
600612.469340603;6754250.96691369;2;2280;G02_UH077;
600623.683050329;6754278.79231062;2;2310;G02_UH078;
600634.896760056;6754306.61770754;2;2340;G02_UH079;
600657.324179509;6754362.2685014;2;2400;G02_UH081;
600668.537889235;6754390.09389833;2;2430;G02_UH082;
600679.751598961;6754417.91929525;2;2460;G02_UH083;
600690.965308688;6754445.74469218;2;2490;G02_UH084;
600702.179018414;6754473.57008911;2;2520;G02_UH085;
600697.45976172;6754488.53367688;2;2550;G02_UH086;
600667.895178131;6754483.44099613;2;2580;G02_UH087;
600638.330594542;6754478.34831539;2;2610;G02_UH088;
600608.766010952;6754473.25563464;2;2640;G02_UH089;
600549.636843774;6754463.07027314;2;2700;G02_UH091;
600520.072260185;6754457.9775924;2;2730;G02_UH092;
600490.507676596;6754452.88491165;2;2760;G02_UH093;
600460.943093006;6754447.7922309;2;2790;G02_UH094;
600431.378509417;6754442.69955015;2;2820;G02_UH095;
600401.813925828;6754437.60686941;2;2850;G02_UH096;
600372.249342239;6754432.51418866;2;2880;G02_UH097;
600342.68475865;6754427.42150791;2;2910;G02_UH098;
600313.12017506;6754422.32882716;2;2940;G02_UH099;
600253.991007882;6754412.14346567;2;3000;G02_UH101;
600224.426424293;6754407.05078492;2;3030;G02_UH102;
600194.861840704;6754401.95810417;2;3060;G02_UH103;
600165.297257114;6754396.86542342;2;3090;G02_UH104;
600135.732673525;6754391.77274268;2;3120;G02_UH105;
600106.168089936;6754386.68006193;2;3150;G02_UH106;
600076.603506347;6754381.58738118;2;3180;G02_UH107;
600047.038922758;6754376.49470043;2;3210;G02_UH108;
600017.474339168;6754371.40201969;2;3240;G02_UH109;
599958.34517199;6754361.21665819;2;3300;G02_UH111;
599928.780588401;6754356.12397744;2;3330;G02_UH112;
599899.216004812;6754351.0312967;2;3360;G02_UH113;
599869.651421222;6754345.93861595;2;3390;G02_UH114;
599840.086837633;6754340.8459352;2;3420;G02_UH115;
599810.522254044;6754335.75325445;2;3450;G02_UH116;
599780.957670455;6754330.66057371;2;3480;G02_UH117;
599751.393086866;6754325.56789296;2;3510;G02_UH118;
599721.828503276;6754320.47521221;2;3540;G02_UH119;
599662.699336098;6754310.28985071;2;3600;G02_UH121;
599633.134752509;6754305.19716997;2;3630;G02_UH122;
599603.57016892;6754300.10448922;2;3660;G02_UH123;
599574.005585331;6754295.01180847;2;3690;G02_UH124;
599544.441001741;6754289.91912772;2;3720;G02_UH125;
599514.876418152;6754284.82644698;2;3750;G02_UH126;
599488.232175166;6754280.50308853;2;0;G02_UH001;G02_UH001
599593.975476346;6754528.93487848;2;270;G02_UH010;G02_UH010
599711.503189787;6754804.6578348;2;570;G02_UH020;G02_UH020
599887.414292146;6754561.64490496;2;870;G02_UH030;G02_UH030
600063.325394505;6754318.63197513;2;1170;G02_UH040;G02_UH040
600239.236496863;6754075.61904529;2;1470;G02_UH050;G02_UH050
600415.147599222;6753832.60611546;2;1770;G02_UH060;G02_UH060
600533.973372518;6754056.1891352;2;2070;G02_UH070;G02_UH070
600646.110469782;6754334.44310447;2;2370;G02_UH080;G02_UH080
600579.201427363;6754468.16295389;2;2670;G02_UH090;G02_UH090
600283.555591471;6754417.23614641;2;2970;G02_UH100;G02_UH100
599987.909755579;6754366.30933894;2;3270;G02_UH110;G02_UH110
599692.263919687;6754315.38253146;2;3570;G02_UH120;G02_UH120
600152.803195789;6754618.64597232;3;30;G02_UC002;
600124.215422389;6754627.74208204;3;60;G02_UC003;
600095.627648989;6754636.83819176;3;90;G02_UC004;
600067.039875588;6754645.93430148;3;120;G02_UC005;
600037.735331187;6754647.24856181;3;150;G02_UC006;
600007.966994886;6754643.52751977;3;180;G02_UC007;
599978.198658584;6754639.80647773;3;210;G02_UC008;
599948.430322283;6754636.0854357;3;240;G02_UC009;
599890.385994104;6754621.14126327;3;300;G02_UC011;
599861.45983232;6754613.18656878;3;330;G02_UC012;
599832.533670536;6754605.23187429;3;360;G02_UC013;
599808.741620926;6754587.660092;3;390;G02_UC014;
599786.036930693;6754568.05149589;3;420;G02_UC015;
599764.014514478;6754547.95396376;3;450;G02_UC016;
599752.743361216;6754520.15178571;3;480;G02_UC017;
599741.472207954;6754492.34960766;3;510;G02_UC018;
599730.201054692;6754464.54742962;3;540;G02_UC019;
599729.988016567;6754407.05093105;3;600;G02_UC021;
599736.420235412;6754377.74860076;3;630;G02_UC022;
599742.852454258;6754348.44627046;3;660;G02_UC023;
599749.913733993;6754319.30897873;3;690;G02_UC024;
599758.695162156;6754290.62298006;3;720;G02_UC025;
599767.476590319;6754261.9369814;3;750;G02_UC026;
599776.258018481;6754233.25098273;3;780;G02_UC027;
599785.039446644;6754204.56498407;3;810;G02_UC028;
599801.418698495;6754183.05610292;3;840;G02_UC029;
599857.698368425;6754162.25709447;3;900;G02_UC031;
599885.83820339;6754151.85759024;3;930;G02_UC032;
599913.978038355;6754141.45808602;3;960;G02_UC033;
599940.46985372;6754127.57953042;3;990;G02_UC034;
599966.342327234;6754112.39351335;3;1020;G02_UC035;
599992.214800749;6754097.20749629;3;1050;G02_UC036;
600018.087274264;6754082.02147923;3;1080;G02_UC037;
600043.959747778;6754066.83546217;3;1110;G02_UC038;
600072.185418985;6754057.92732113;3;1140;G02_UC039;
600131.14511821;6754046.80284958;3;1200;G02_UC041;
600160.624967823;6754041.2406138;3;1230;G02_UC042;
600190.104817435;6754035.67837802;3;1260;G02_UC043;
600219.7185715;6754035.08030551;3;1290;G02_UC044;
600249.45540852;6754039.04521711;3;1320;G02_UC045;
600279.192245541;6754043.01012871;3;1350;G02_UC046;
600308.929082561;6754046.97504032;3;1380;G02_UC047;
600337.701480574;6754053.50005236;3;1410;G02_UC048;
600362.662989404;6754070.14105824;3;1440;G02_UC049;
600412.586007064;6754103.42307002;3;1500;G02_UC051;
600437.547515894;6754120.0640759;3;1530;G02_UC052;
600457.084251624;6754141.14648302;3;1560;G02_UC053;
600468.470942312;6754168.90154157;3;1590;G02_UC054;
600479.857632999;6754196.65660012;3;1620;G02_UC055;
600491.244323687;6754224.41165867;3;1650;G02_UC056;
600500.24341415;6754252.86008104;3;1680;G02_UC057;
600505.494414191;6754282.39695628;3;1710;G02_UC058;
600510.745414233;6754311.93383151;3;1740;G02_UC059;
600520.736289859;6754370.9899312;3;1800;G02_UC061;
600513.460221108;6754400.0942062;3;1830;G02_UC062;
600506.184152357;6754429.1984812;3;1860;G02_UC063;
600498.908083606;6754458.30275621;3;1890;G02_UC064;
600481.703577665;6754479.50625972;3;1920;G02_UC065;
600454.976393257;6754493.13188315;3;1950;G02_UC066;
600428.24920885;6754506.75750657;3;1980;G02_UC067;
600401.522024443;6754520.38312999;3;2010;G02_UC068;
600374.794840036;6754534.00875342;3;2040;G02_UC069;
600319.825920876;6754557.79642354;3;2100;G02_UC071;
600291.675627372;6754568.1675843;3;2130;G02_UC072;
600263.525333867;6754578.53874507;3;2160;G02_UC073;
600235.375040363;6754588.90990583;3;2190;G02_UC074;
600207.224746858;6754599.2810666;3;2220;G02_UC075;
600181.39096919;6754609.54986261;3;0;G02_UC001;G02_UC001
599919.312155889;6754629.09595776;3;270;G02_UC010;G02_UC010
599723.555797722;6754436.35326135;3;570;G02_UC020;G02_UC020
599829.55853346;6754172.6565987;3;870;G02_UC030;G02_UC030
600101.665268598;6754052.36508535;3;1170;G02_UC040;G02_UC040
600387.624498234;6754086.78206413;3;1470;G02_UC050;G02_UC050
600515.996414275;6754341.47070674;3;1770;G02_UC060;G02_UC060
600347.976214381;6754547.42526277;3;2070;G02_UC070;G02_UC070
603363.799808429;6763878.53287154;4;30;G13_LH002;
603385.680634258;6763899.05674693;4;60;G13_LH003;
603407.561460088;6763919.58062232;4;90;G13_LH004;
603429.442285917;6763940.10449771;4;120;G13_LH005;
603451.323111746;6763960.6283731;4;150;G13_LH006;
603473.203937575;6763981.15224849;4;180;G13_LH007;
603495.084763404;6764001.67612388;4;210;G13_LH008;
603516.965589234;6764022.19999928;4;240;G13_LH009;
603560.727240892;6764063.24775006;4;300;G13_LH011;
603582.608066721;6764083.77162545;4;330;G13_LH012;
603604.48889255;6764104.29550084;4;360;G13_LH013;
603626.36971838;6764124.81937623;4;390;G13_LH014;
603648.250544209;6764145.34325162;4;420;G13_LH015;
603670.131370038;6764165.86712701;4;450;G13_LH016;
603692.012195867;6764186.3910024;4;480;G13_LH017;
603713.893021696;6764206.91487779;4;510;G13_LH018;
603735.773847526;6764227.43875318;4;540;G13_LH019;
603779.535499184;6764268.48650396;4;600;G13_LH021;
603801.416325013;6764289.01037935;4;630;G13_LH022;
603823.297150843;6764309.53425474;4;660;G13_LH023;
603845.177976672;6764330.05813013;4;690;G13_LH024;
603867.058802501;6764350.58200552;4;720;G13_LH025;
603888.93962833;6764371.10588091;4;750;G13_LH026;
603910.820454159;6764391.6297563;4;780;G13_LH027;
603932.701279989;6764412.15363169;4;810;G13_LH028;
603954.582105818;6764432.67750708;4;840;G13_LH029;
603998.343757476;6764473.72525786;4;900;G13_LH031;
604020.224583306;6764494.24913325;4;930;G13_LH032;
604042.105409135;6764514.77300864;4;960;G13_LH033;
604063.986234964;6764535.29688403;4;990;G13_LH034;
604067.955190339;6764549.85327444;4;1020;G13_LH035;
604038.137243818;6764553.15328433;4;1050;G13_LH036;
604008.319297298;6764556.45329422;4;1080;G13_LH037;
603978.501350777;6764559.75330411;4;1110;G13_LH038;
603948.683404256;6764563.053314;4;1140;G13_LH039;
603889.047511215;6764569.65333379;4;1200;G13_LH041;
603859.229564694;6764572.95334368;4;1230;G13_LH042;
603829.411618173;6764576.25335357;4;1260;G13_LH043;
603799.593671652;6764579.55336346;4;1290;G13_LH044;
603769.775725131;6764582.85337335;4;1320;G13_LH045;
603739.957778611;6764586.15338325;4;1350;G13_LH046;
603710.13983209;6764589.45339314;4;1380;G13_LH047;
603680.321885569;6764592.75340303;4;1410;G13_LH048;
603650.503939048;6764596.05341292;4;1440;G13_LH049;
603590.868046007;6764602.6534327;4;1500;G13_LH051;
603561.050099486;6764605.9534426;4;1530;G13_LH052;
603531.232152965;6764609.25345249;4;1560;G13_LH053;
603501.414206445;6764612.55346238;4;1590;G13_LH054;
603471.596259924;6764615.85347227;4;1620;G13_LH055;
603441.778313403;6764619.15348216;4;1650;G13_LH056;
603411.960366882;6764622.45349205;4;1680;G13_LH057;
603382.142420362;6764625.75350195;4;1710;G13_LH058;
603352.324473841;6764629.05351184;4;1740;G13_LH059;
603292.688580799;6764635.65353162;4;1800;G13_LH061;
603262.870634278;6764638.95354151;4;1830;G13_LH062;
603233.052687758;6764642.2535514;4;1860;G13_LH063;
603203.234741237;6764645.5535613;4;1890;G13_LH064;
603173.416794716;6764648.85357119;4;1920;G13_LH065;
603143.598848195;6764652.15358108;4;1950;G13_LH066;
603113.780901675;6764655.45359097;4;1980;G13_LH067;
603083.962955154;6764658.75360086;4;2010;G13_LH068;
603054.145008633;6764662.05361075;4;2040;G13_LH069;
602994.509115592;6764668.65363054;4;2100;G13_LH071;
602964.691169071;6764671.95364043;4;2130;G13_LH072;
602934.87322255;6764675.25365032;4;2160;G13_LH073;
602905.055276029;6764678.55366021;4;2190;G13_LH074;
602875.237329508;6764681.8536701;4;2220;G13_LH075;
602845.419382988;6764685.15368;4;2250;G13_LH076;
602815.601436467;6764688.45368989;4;2280;G13_LH077;
602785.783489946;6764691.75369978;4;2310;G13_LH078;
602755.965543425;6764695.05370967;4;2340;G13_LH079;
602696.329650384;6764701.65372945;4;2400;G13_LH081;
602666.511703863;6764704.95373935;4;2430;G13_LH082;
602636.693757342;6764708.25374924;4;2460;G13_LH083;
602655.260245643;6764725.91448335;4;2490;G13_LH084;
602678.449695793;6764744.94733395;4;2520;G13_LH085;
602701.639145943;6764763.98018454;4;2550;G13_LH086;
602724.828596092;6764783.01303514;4;2580;G13_LH087;
602748.018046242;6764802.04588573;4;2610;G13_LH088;
602771.207496392;6764821.07873633;4;2640;G13_LH089;
602817.586396691;6764859.14443752;4;2700;G13_LH091;
602840.775846841;6764878.17728811;4;2730;G13_LH092;
602863.96529699;6764897.21013871;4;2760;G13_LH093;
602887.15474714;6764916.2429893;4;2790;G13_LH094;
602910.34419729;6764935.2758399;4;2820;G13_LH095;
602933.53364744;6764954.30869049;4;2850;G13_LH096;
602956.723097589;6764973.34154108;4;2880;G13_LH097;
602979.912547739;6764992.37439168;4;2910;G13_LH098;
603003.101997888;6765011.40724227;4;2940;G13_LH099;
603072.670348338;6765068.50579406;4;3030;G13_LH102;
603095.859798487;6765087.53864465;4;3060;G13_LH103;
603119.049248637;6765106.57149525;4;3090;G13_LH104;
603142.238698787;6765125.60434584;4;3120;G13_LH105;
603165.428148936;6765144.63719644;4;3150;G13_LH106;
603188.617599086;6765163.67004703;4;3180;G13_LH107;
603211.807049236;6765182.70289762;4;3210;G13_LH108;
603234.996499385;6765201.73574822;4;3240;G13_LH109;
603243.448641676;6765150.72846112;4;3300;G13_LH111;
603245.799469317;6765120.82070946;4;3330;G13_LH112;
603248.150296959;6765090.9129578;4;3360;G13_LH113;
603250.5011246;6765061.00520614;4;3390;G13_LH114;
603252.851952242;6765031.09745448;4;3420;G13_LH115;
603255.202779883;6765001.18970282;4;3450;G13_LH116;
603257.553607525;6764971.28195116;4;3480;G13_LH117;
603259.904435166;6764941.3741995;4;3510;G13_LH118;
603262.255262808;6764911.46644784;4;3540;G13_LH119;
603266.95691809;6764851.65094452;4;3600;G13_LH121;
603269.307745732;6764821.74319286;4;3630;G13_LH122;
603271.658573373;6764791.83544119;4;3660;G13_LH123;
603274.009401015;6764761.92768953;4;3690;G13_LH124;
603276.360228656;6764732.01993787;4;3720;G13_LH125;
603278.711056298;6764702.11218621;4;3750;G13_LH126;
603281.061883939;6764672.20443455;4;3780;G13_LH127;
603283.412711581;6764642.29668289;4;3810;G13_LH128;
603285.763539222;6764612.38893123;4;3840;G13_LH129;
603290.465194505;6764552.57342791;4;3900;G13_LH131;
603292.816022146;6764522.66567625;4;3930;G13_LH132;
603295.166849788;6764492.75792459;4;3960;G13_LH133;
603297.517677429;6764462.85017293;4;3990;G13_LH134;
603299.868505071;6764432.94242127;4;4020;G13_LH135;
603302.219332712;6764403.03466961;4;4050;G13_LH136;
603304.570160354;6764373.12691794;4;4080;G13_LH137;
603306.920987995;6764343.21916628;4;4110;G13_LH138;
603309.271815637;6764313.31141462;4;4140;G13_LH139;
603313.973470919;6764253.4959113;4;4200;G13_LH141;
603316.324298561;6764223.58815964;4;4230;G13_LH142;
603318.675126202;6764193.68040798;4;4260;G13_LH143;
603321.025953844;6764163.77265632;4;4290;G13_LH144;
603323.376781485;6764133.86490466;4;4320;G13_LH145;
603325.727609127;6764103.957153;4;4350;G13_LH146;
603328.078436768;6764074.04940134;4;4380;G13_LH147;
603330.42926441;6764044.14164968;4;4410;G13_LH148;
