X;Y;id;GLACIER;ZONE;PRIORITY;CORNER;name
-139.0913127023;61.0019033041;65;G13;3;C;1;G13_Z3C_ZZ01
-139.0920636771;61.0017899298;66;G13;3;C;2;G13_Z3C_ZZ02
-139.0913303954;61.0016594059;67;G13;3;C;3;G13_Z3C_ZZ03
-139.0920676089;61.0016679805;68;G13;3;C;4;G13_Z3C_ZZ04
-139.0917943484;61.0020262053;69;G13;3;C;5;G13_Z3C_ZZ05
-139.0916056218;61.0016641696;70;G13;3;C;6;G13_Z3C_ZZ06
-139.0913107363;61.0020176308;71;G13;3;C;7;G13_Z3C_ZZ07
-139.0920499158;61.002027158;72;G13;3;C;8;G13_Z3C_ZZ08
-139.0886233474;60.9971911722;73;G13;4;A;1;G13_Z4A_ZZ01
-139.0893743222;60.9970777979;74;G13;4;A;2;G13_Z4A_ZZ02
-139.0886410405;60.996947274;75;G13;4;A;3;G13_Z4A_ZZ03
-139.089378254;60.9969558486;76;G13;4;A;4;G13_Z4A_ZZ04
-139.0891049935;60.9973140733;77;G13;4;A;5;G13_Z4A_ZZ05
-139.0889162669;60.9969520376;78;G13;4;A;6;G13_Z4A_ZZ06
-139.0886213815;60.9973054988;79;G13;4;A;7;G13_Z4A_ZZ07
-139.0893605609;60.997315026;80;G13;4;A;8;G13_Z4A_ZZ08
-139.0781175634;60.9991889592;81;G13;4;B;1;G13_Z4B_ZZ01
-139.0788685382;60.9990755849;82;G13;4;B;2;G13_Z4B_ZZ02
-139.0781352565;60.998945061;83;G13;4;B;3;G13_Z4B_ZZ03
-139.07887247;60.9989536356;84;G13;4;B;4;G13_Z4B_ZZ04
-139.0785992095;60.9993118604;85;G13;4;B;5;G13_Z4B_ZZ05
-139.0784104829;60.9989498247;86;G13;4;B;6;G13_Z4B_ZZ06
-139.0781155975;60.9993032859;87;G13;4;B;7;G13_Z4B_ZZ07
-139.0788547769;60.9993128131;88;G13;4;B;8;G13_Z4B_ZZ08
-139.0782748356;60.9973894305;89;G13;4;C;1;G13_Z4C_ZZ01
-139.0790258104;60.9972760561;90;G13;4;C;2;G13_Z4C_ZZ02
-139.0782925287;60.9971455323;91;G13;4;C;3;G13_Z4C_ZZ03
-139.0790297422;60.9971541068;92;G13;4;C;4;G13_Z4C_ZZ04
-139.0787564817;60.9975123316;93;G13;4;C;5;G13_Z4C_ZZ05
-139.0785677551;60.9971502959;94;G13;4;C;6;G13_Z4C_ZZ06
-139.0782728697;60.9975037571;95;G13;4;C;7;G13_Z4C_ZZ07
-139.0790120491;60.9975132843;96;G13;4;C;8;G13_Z4C_ZZ08
-139.0658031489;60.9950632617;97;G13;5;A;1;G13_Z5A_ZZ01
-139.0665541237;60.9949498874;98;G13;5;A;2;G13_Z5A_ZZ02
-139.065820842;60.9948193635;99;G13;5;A;3;G13_Z5A_ZZ03
-139.0665580555;60.994827938;100;G13;5;A;4;G13_Z5A_ZZ04
-139.0662847951;60.9951861628;101;G13;5;A;5;G13_Z5A_ZZ05
-139.0660960684;60.9948241271;102;G13;5;A;6;G13_Z5A_ZZ06
-139.065801183;60.9951775883;103;G13;5;A;7;G13_Z5A_ZZ07
-139.0665403624;60.9951871155;104;G13;5;A;8;G13_Z5A_ZZ08
-139.08000483;60.9927296366;105;G13;5;B;1;G13_Z5B_ZZ01
-139.0807558048;60.9926162622;106;G13;5;B;2;G13_Z5B_ZZ02
-139.0800225231;60.9924857384;107;G13;5;B;3;G13_Z5B_ZZ03
-139.0807597366;60.9924943129;108;G13;5;B;4;G13_Z5B_ZZ04
-139.0804864761;60.9928525377;109;G13;5;B;5;G13_Z5B_ZZ05
-139.0802977495;60.992490502;110;G13;5;B;6;G13_Z5B_ZZ06
-139.0800028641;60.9928439632;111;G13;5;B;7;G13_Z5B_ZZ07
-139.0807420435;60.9928534904;112;G13;5;B;8;G13_Z5B_ZZ08
-139.0793285594;60.9920051095;113;G13;5;C;1;G13_Z5C_ZZ01
-139.0800795343;60.9918917352;114;G13;5;C;2;G13_Z5C_ZZ02
-139.0793462526;60.9917612113;115;G13;5;C;3;G13_Z5C_ZZ03
-139.0800834661;60.9917697859;116;G13;5;C;4;G13_Z5C_ZZ04
-139.0798102056;60.9921280106;117;G13;5;C;5;G13_Z5C_ZZ05
-139.0796214789;60.9917659749;118;G13;5;C;6;G13_Z5C_ZZ06
-139.0793265935;60.9921194361;119;G13;5;C;7;G13_Z5C_ZZ07
-139.0800657729;60.9921289633;120;G13;5;C;8;G13_Z5C_ZZ08
-139.0645606984;60.9910746405;121;G13;6;A;1;G13_Z6A_ZZ01
-139.0653116732;60.9909612662;122;G13;6;A;2;G13_Z6A_ZZ02
-139.0645783915;60.9908307423;123;G13;6;A;3;G13_Z6A_ZZ03
-139.065315605;60.9908393169;124;G13;6;A;4;G13_Z6A_ZZ04
-139.0650423446;60.9911975416;125;G13;6;A;5;G13_Z6A_ZZ05
-139.0648536179;60.9908355059;126;G13;6;A;6;G13_Z6A_ZZ06
-139.0645587325;60.9911889671;127;G13;6;A;7;G13_Z6A_ZZ07
-139.0652979119;60.9911984943;128;G13;6;A;8;G13_Z6A_ZZ08
-139.0556885795;60.9910593093;129;G13;6;B;1;G13_Z6B_ZZ01
-139.056427759;60.9910688365;130;G13;6;B;2;G13_Z6B_ZZ02
-139.0556905454;60.9909449827;131;G13;6;B;3;G13_Z6B_ZZ03
-139.0564415203;60.9908316083;132;G13;6;B;4;G13_Z6B_ZZ04
-139.0557082386;60.9907010845;133;G13;6;B;5;G13_Z6B_ZZ05
-139.0564454521;60.990709659;134;G13;6;B;6;G13_Z6B_ZZ06
-139.0561721916;60.9910678838;135;G13;6;B;7;G13_Z6B_ZZ07
-139.0559834649;60.9907058481;136;G13;6;B;8;G13_Z6B_ZZ08
-139.0699688967;60.987657513;137;G13;6;C;1;G13_Z6C_ZZ01
-139.0707080761;60.9876670402;138;G13;6;C;2;G13_Z6C_ZZ02
-139.0699708626;60.9875431863;139;G13;6;C;3;G13_Z6C_ZZ03
-139.0707218374;60.987429812;140;G13;6;C;4;G13_Z6C_ZZ04
-139.0699885557;60.9872992881;141;G13;6;C;5;G13_Z6C_ZZ05
-139.0707257692;60.9873078627;142;G13;6;C;6;G13_Z6C_ZZ06
-139.0704525088;60.9876660874;143;G13;6;C;7;G13_Z6C_ZZ07
-139.0702637821;60.9873040518;144;G13;6;C;8;G13_Z6C_ZZ08
-139.0570253934;60.9813477193;145;G13;7;A;1;G13_Z7A_ZZ01
-139.0577645728;60.9813572465;146;G13;7;A;2;G13_Z7A_ZZ02
-139.0570273593;60.9812333927;147;G13;7;A;3;G13_Z7A_ZZ03
-139.0577783341;60.9811200184;148;G13;7;A;4;G13_Z7A_ZZ04
-139.0570450524;60.9809894945;149;G13;7;A;5;G13_Z7A_ZZ05
-139.0577822659;60.9809980691;150;G13;7;A;6;G13_Z7A_ZZ06
-139.0575090054;60.9813562938;151;G13;7;A;7;G13_Z7A_ZZ07
-139.0573202788;60.9809942581;152;G13;7;A;8;G13_Z7A_ZZ08
-139.0577016639;60.9820877439;153;G13;7;B;1;G13_Z7B_ZZ01
-139.0584408433;60.9820972711;154;G13;7;B;2;G13_Z7B_ZZ02
-139.0577036298;60.9819734173;155;G13;7;B;3;G13_Z7B_ZZ03
-139.0584546046;60.981860043;156;G13;7;B;4;G13_Z7B_ZZ04
-139.0577213229;60.9817295191;157;G13;7;B;5;G13_Z7B_ZZ05
-139.0584585364;60.9817380937;158;G13;7;B;6;G13_Z7B_ZZ06
-139.058185276;60.9820963184;159;G13;7;B;7;G13_Z7B_ZZ07
-139.0579965493;60.9817342828;160;G13;7;B;8;G13_Z7B_ZZ08
-139.0641026431;60.9864893764;161;G13;7;C;1;G13_Z7C_ZZ01
-139.0648418225;60.9864989036;162;G13;7;C;2;G13_Z7C_ZZ02
-139.064104609;60.9863750498;163;G13;7;C;3;G13_Z7C_ZZ03
-139.0648555838;60.9862616754;164;G13;7;C;4;G13_Z7C_ZZ04
-139.0641223021;60.9861311516;165;G13;7;C;5;G13_Z7C_ZZ05
-139.0648595156;60.9861397261;166;G13;7;C;6;G13_Z7C_ZZ06
-139.0645862551;60.9864979509;167;G13;7;C;7;G13_Z7C_ZZ07
-139.0643975285;60.9861359152;168;G13;7;C;8;G13_Z7C_ZZ08
-139.1857527018;60.9302214255;161;G02;1;A;1;G02_Z1A_ZZ01
-139.1864918812;60.9302309527;162;G02;1;A;2;G02_Z1A_ZZ02
-139.1857546677;60.9301070989;163;G02;1;A;3;G02_Z1A_ZZ03
-139.1865056425;60.9299937246;164;G02;1;A;4;G02_Z1A_ZZ04
-139.1857723608;60.9298632007;165;G02;1;A;5;G02_Z1A_ZZ05
-139.1865095743;60.9298717753;166;G02;1;A;6;G02_Z1A_ZZ06
-139.1862363138;60.93023;167;G02;1;A;7;G02_Z1A_ZZ07
-139.1860475872;60.9298679644;168;G02;1;A;8;G02_Z1A_ZZ08
-139.1901563238;60.9306417072;161;G02;1;B;1;G02_Z1B_ZZ01
-139.1908955032;60.9306512344;162;G02;1;B;2;G02_Z1B_ZZ02
-139.1901582897;60.9305273805;163;G02;1;B;3;G02_Z1B_ZZ03
-139.1909092645;60.9304140062;164;G02;1;B;4;G02_Z1B_ZZ04
-139.1901759828;60.9302834823;165;G02;1;B;5;G02_Z1B_ZZ05
-139.1909131963;60.9302920569;166;G02;1;B;6;G02_Z1B_ZZ06
-139.1906399358;60.9306502816;167;G02;1;B;7;G02_Z1B_ZZ07
-139.1904512092;60.930288246;168;G02;1;B;8;G02_Z1B_ZZ08
-139.1871996061;60.9309550021;161;G02;1;C;1;G02_Z1C_ZZ01
-139.1879387855;60.9309645293;162;G02;1;C;2;G02_Z1C_ZZ02
-139.187201572;60.9308406755;163;G02;1;C;3;G02_Z1C_ZZ03
-139.1879525469;60.9307273011;164;G02;1;C;4;G02_Z1C_ZZ04
-139.1872192652;60.9305967773;165;G02;1;C;5;G02_Z1C_ZZ05
-139.1879564787;60.9306053518;166;G02;1;C;6;G02_Z1C_ZZ06
-139.1876832182;60.9309635766;167;G02;1;C;7;G02_Z1C_ZZ07
-139.1874944915;60.9306015409;168;G02;1;C;8;G02_Z1C_ZZ08
-139.182292713;60.9262246428;161;G02;2;A;1;G02_Z2A_ZZ01
-139.1830318924;60.92623417;162;G02;2;A;2;G02_Z2A_ZZ02
-139.1822946789;60.9261103161;163;G02;2;A;3;G02_Z2A_ZZ03
-139.1830456537;60.9259969418;164;G02;2;A;4;G02_Z2A_ZZ04
-139.182312372;60.9258664179;165;G02;2;A;5;G02_Z2A_ZZ05
-139.1830495855;60.9258749925;166;G02;2;A;6;G02_Z2A_ZZ06
-139.1827763251;60.9262332173;167;G02;2;A;7;G02_Z2A_ZZ07
-139.1825875984;60.9258711816;168;G02;2;A;8;G02_Z2A_ZZ08
-139.1816714878;60.9240349848;161;G02;2;B;1;G02_Z2B_ZZ01
-139.1824106672;60.924044512;162;G02;2;B;2;G02_Z2B_ZZ02
-139.1816734537;60.9239206581;163;G02;2;B;3;G02_Z2B_ZZ03
-139.1824244285;60.9238072838;164;G02;2;B;4;G02_Z2B_ZZ04
-139.1816911468;60.9236767599;165;G02;2;B;5;G02_Z2B_ZZ05
-139.1824283603;60.9236853345;166;G02;2;B;6;G02_Z2B_ZZ06
-139.1821550998;60.9240435593;167;G02;2;B;7;G02_Z2B_ZZ07
-139.1819663732;60.9236815236;168;G02;2;B;8;G02_Z2B_ZZ08
-139.1801223564;60.9254603656;161;G02;2;C;1;G02_Z2C_ZZ01
-139.1808615358;60.9254698928;162;G02;2;C;2;G02_Z2C_ZZ02
-139.1801243223;60.925346039;163;G02;2;C;3;G02_Z2C_ZZ03
-139.1808752972;60.9252326646;164;G02;2;C;4;G02_Z2C_ZZ04
-139.1801420155;60.9251021407;165;G02;2;C;5;G02_Z2C_ZZ05
-139.180879229;60.9251107153;166;G02;2;C;6;G02_Z2C_ZZ06
-139.1806059685;60.9254689401;167;G02;2;C;7;G02_Z2C_ZZ07
-139.1804172418;60.9251069044;168;G02;2;C;8;G02_Z2C_ZZ08
-139.1745529541;60.9197371003;164;G02;3;A;1;G02_Z3A_ZZ01
-139.1738196724;60.9196065764;165;G02;3;A;2;G02_Z3A_ZZ02
-139.1745568859;60.919615151;166;G02;3;A;3;G02_Z3A_ZZ03
-139.1742836254;60.9199733758;167;G02;3;A;4;G02_Z3A_ZZ04
-139.1740948988;60.9196113401;168;G02;3;A;5;G02_Z3A_ZZ05
-139.1738000134;60.9199648013;161;G02;3;A;6;G02_Z3A_ZZ06
-139.1745391928;60.9199743285;162;G02;3;A;7;G02_Z3A_ZZ07
-139.1738019793;60.9198504746;163;G02;3;A;8;G02_Z3A_ZZ08
-139.175221361;60.9212008937;164;G02;3;B;1;G02_Z3B_ZZ01
-139.1744880793;60.9210703698;165;G02;3;B;2;G02_Z3B_ZZ02
-139.1752252928;60.9210789444;166;G02;3;B;3;G02_Z3B_ZZ03
-139.1749520324;60.9214371691;167;G02;3;B;4;G02_Z3B_ZZ04
-139.1747633057;60.9210751334;168;G02;3;B;5;G02_Z3B_ZZ05
-139.1744684203;60.9214285946;161;G02;3;B;6;G02_Z3B_ZZ06
-139.1752075997;60.9214381218;162;G02;3;B;7;G02_Z3B_ZZ07
-139.1744703862;60.921314268;163;G02;3;B;8;G02_Z3B_ZZ08
-139.1775725806;60.9187013213;164;G02;3;C;1;G02_Z3C_ZZ01
-139.1768392989;60.9185707974;165;G02;3;C;2;G02_Z3C_ZZ02
-139.1775765124;60.918579372;166;G02;3;C;3;G02_Z3C_ZZ03
-139.177303252;60.9189375968;167;G02;3;C;4;G02_Z3C_ZZ04
-139.1771145253;60.9185755611;168;G02;3;C;5;G02_Z3C_ZZ05
-139.1768196399;60.9189290223;161;G02;3;C;6;G02_Z3C_ZZ06
-139.1775588193;60.9189385495;162;G02;3;C;7;G02_Z3C_ZZ07
-139.1768216058;60.9188146956;163;G02;3;C;8;G02_Z3C_ZZ08
-139.1711873287;60.9146725465;164;G02;4;A;1;G02_Z4A_ZZ01
-139.170454047;60.9145420227;165;G02;4;A;2;G02_Z4A_ZZ02
-139.1711912605;60.9145505972;166;G02;4;A;3;G02_Z4A_ZZ03
-139.170918;60.914908822;167;G02;4;A;4;G02_Z4A_ZZ04
-139.1707292734;60.9145467863;168;G02;4;A;5;G02_Z4A_ZZ05
-139.170434388;60.9149002475;161;G02;4;A;6;G02_Z4A_ZZ06
-139.1711735674;60.9149097747;162;G02;4;A;7;G02_Z4A_ZZ07
-139.1704363539;60.9147859209;163;G02;4;A;8;G02_Z4A_ZZ08
-139.1644894982;60.9148085048;161;G02;4;B;1;G02_Z4B_ZZ01
-139.1652286776;60.914818032;162;G02;4;B;2;G02_Z4B_ZZ02
-139.1644914641;60.9146941782;163;G02;4;B;3;G02_Z4B_ZZ03
-139.1652424389;60.9145808038;164;G02;4;B;4;G02_Z4B_ZZ04
-139.1645091572;60.9144502799;165;G02;4;B;5;G02_Z4B_ZZ05
-139.1652463708;60.9144588545;166;G02;4;B;6;G02_Z4B_ZZ06
-139.1649731103;60.9148170793;167;G02;4;B;7;G02_Z4B_ZZ07
-139.1647843836;60.9144550436;168;G02;4;B;8;G02_Z4B_ZZ08
-139.1739415584;60.917828222;161;G02;4;C;1;G02_Z4C_ZZ01
-139.1746807378;60.9178377492;162;G02;4;C;2;G02_Z4C_ZZ02
-139.1739435243;60.9177138954;163;G02;4;C;3;G02_Z4C_ZZ03
-139.1746944991;60.9176005211;164;G02;4;C;4;G02_Z4C_ZZ04
-139.1739612174;60.9174699972;165;G02;4;C;5;G02_Z4C_ZZ05
-139.1746984309;60.9174785718;166;G02;4;C;6;G02_Z4C_ZZ06
-139.1744251704;60.9178367965;167;G02;4;C;7;G02_Z4C_ZZ07
-139.1742364438;60.9174747608;168;G02;4;C;8;G02_Z4C_ZZ08
-139.1623466643;60.9097396764;167;G02;5;A;1;G02_Z5A_ZZ01
-139.1621579376;60.9093776407;168;G02;5;A;2;G02_Z5A_ZZ02
-139.1618630522;60.9097311019;161;G02;5;A;3;G02_Z5A_ZZ03
-139.1626022316;60.9097406291;162;G02;5;A;4;G02_Z5A_ZZ04
-139.1618650181;60.9096167752;163;G02;5;A;5;G02_Z5A_ZZ05
-139.1626159929;60.9095034009;164;G02;5;A;6;G02_Z5A_ZZ06
-139.1618827112;60.909372877;165;G02;5;A;7;G02_Z5A_ZZ07
-139.1626199248;60.9093814516;166;G02;5;A;8;G02_Z5A_ZZ08
-139.1637935687;60.9104737225;167;G02;5;B;1;G02_Z5B_ZZ01
-139.163604842;60.9101116868;168;G02;5;B;2;G02_Z5B_ZZ02
-139.1633099566;60.910465148;161;G02;5;B;3;G02_Z5B_ZZ03
-139.164049136;60.9104746752;162;G02;5;B;4;G02_Z5B_ZZ04
-139.1633119225;60.9103508214;163;G02;5;B;5;G02_Z5B_ZZ05
-139.1640628973;60.910237447;164;G02;5;B;6;G02_Z5B_ZZ06
-139.1633296156;60.9101069232;165;G02;5;B;7;G02_Z5B_ZZ07
-139.1640668291;60.9101154977;166;G02;5;B;8;G02_Z5B_ZZ08
-139.1577071339;60.9136467333;167;G02;5;C;1;G02_Z5C_ZZ01
-139.1575184073;60.9132846976;168;G02;5;C;2;G02_Z5C_ZZ02
-139.1572235219;60.9136381588;161;G02;5;C;3;G02_Z5C_ZZ03
-139.1579627013;60.913647686;162;G02;5;C;4;G02_Z5C_ZZ04
-139.1572254878;60.9135238322;163;G02;5;C;5;G02_Z5C_ZZ05
-139.1579764626;60.9134104578;164;G02;5;C;6;G02_Z5C_ZZ06
-139.1572431809;60.913279934;165;G02;5;C;7;G02_Z5C_ZZ07
-139.1579803944;60.9132885085;166;G02;5;C;8;G02_Z5C_ZZ08
-139.1480978016;60.914243074;167;G02;6;A;1;G02_Z6A_ZZ01
-139.1479090749;60.9138810383;168;G02;6;A;2;G02_Z6A_ZZ02
-139.1476141895;60.9142344995;161;G02;6;A;3;G02_Z6A_ZZ03
-139.1483533689;60.9142440267;162;G02;6;A;4;G02_Z6A_ZZ04
-139.1476161554;60.9141201728;163;G02;6;A;5;G02_Z6A_ZZ05
-139.1483671302;60.9140067985;164;G02;6;A;6;G02_Z6A_ZZ06
-139.1476338485;60.9138762746;165;G02;6;A;7;G02_Z6A_ZZ07
-139.148371062;60.9138848492;166;G02;6;A;8;G02_Z6A_ZZ08
-139.1453140833;60.9109324746;167;G02;6;B;1;G02_Z6B_ZZ01
-139.1451253567;60.9105704389;168;G02;6;B;2;G02_Z6B_ZZ02
-139.1448304713;60.9109239001;161;G02;6;B;3;G02_Z6B_ZZ03
-139.1455696507;60.9109334273;162;G02;6;B;4;G02_Z6B_ZZ04
-139.1448324372;60.9108095734;163;G02;6;B;5;G02_Z6B_ZZ05
-139.145583412;60.9106961991;164;G02;6;B;6;G02_Z6B_ZZ06
-139.1448501303;60.9105656752;165;G02;6;B;7;G02_Z6B_ZZ07
-139.1455873438;60.9105742498;166;G02;6;B;8;G02_Z6B_ZZ08
-139.1460218083;60.9109630591;167;G02;6;C;1;G02_Z6C_ZZ01
-139.1458330817;60.9106010234;168;G02;6;C;2;G02_Z6C_ZZ02
-139.1455381962;60.9109544846;161;G02;6;C;3;G02_Z6C_ZZ03
-139.1462773757;60.9109640118;162;G02;6;C;4;G02_Z6C_ZZ04
-139.1455401622;60.910840158;163;G02;6;C;5;G02_Z6C_ZZ05
-139.146291137;60.9107267836;164;G02;6;C;6;G02_Z6C_ZZ06
-139.1455578553;60.9105962598;165;G02;6;C;7;G02_Z6C_ZZ07
-139.1462950688;60.9106048343;166;G02;6;C;8;G02_Z6C_ZZ08
-139.1431122723;60.910565459;167;G02;7;A;1;G02_Z7A_ZZ01
-139.1429235457;60.9102034233;168;G02;7;A;2;G02_Z7A_ZZ02
-139.1426286603;60.9105568845;161;G02;7;A;3;G02_Z7A_ZZ03
-139.1433678397;60.9105664117;162;G02;7;A;4;G02_Z7A_ZZ04
-139.1426306262;60.9104425579;163;G02;7;A;5;G02_Z7A_ZZ05
-139.143381601;60.9103291835;164;G02;7;A;6;G02_Z7A_ZZ06
-139.1426483193;60.9101986597;165;G02;7;A;7;G02_Z7A_ZZ07
-139.1433855328;60.9102072342;166;G02;7;A;8;G02_Z7A_ZZ08
-139.1341163016;60.9097140624;168;G02;7;B;1;G02_Z7B_ZZ01
-139.1338214162;60.9100675236;161;G02;7;B;2;G02_Z7B_ZZ02
-139.1345605956;60.9100770508;162;G02;7;B;3;G02_Z7B_ZZ03
-139.1338233821;60.9099531969;163;G02;7;B;4;G02_Z7B_ZZ04
-139.1345743569;60.9098398226;164;G02;7;B;5;G02_Z7B_ZZ05
-139.1338410752;60.9097092987;165;G02;7;B;6;G02_Z7B_ZZ06
-139.1345782887;60.9097178733;166;G02;7;B;7;G02_Z7B_ZZ07
-139.1343050283;60.9100760981;167;G02;7;B;8;G02_Z7B_ZZ08
-139.1401870091;60.9062042088;168;G02;7;C;1;G02_Z7C_ZZ01
-139.1398921237;60.90655767;161;G02;7;C;2;G02_Z7C_ZZ02
-139.1406313031;60.9065671972;162;G02;7;C;3;G02_Z7C_ZZ03
-139.1398940896;60.9064433434;163;G02;7;C;4;G02_Z7C_ZZ04
-139.1406450644;60.9063299691;164;G02;7;C;5;G02_Z7C_ZZ05
-139.1399117827;60.9061994452;165;G02;7;C;6;G02_Z7C_ZZ06
-139.1406489963;60.9062080198;166;G02;7;C;7;G02_Z7C_ZZ07
-139.1403757358;60.9065662445;167;G02;7;C;8;G02_Z7C_ZZ08
-139.2214534947;60.7835228096;162;G04;1;A;1;G04_Z1A_ZZ01
-139.2207162812;60.7833989557;163;G04;1;A;2;G04_Z1A_ZZ02
-139.221467256;60.7832855814;164;G04;1;A;3;G04_Z1A_ZZ03
-139.2207339743;60.7831550575;165;G04;1;A;4;G04_Z1A_ZZ04
-139.2214711878;60.7831636321;166;G04;1;A;5;G04_Z1A_ZZ05
-139.2211979273;60.7835218569;167;G04;1;A;6;G04_Z1A_ZZ06
-139.2210092007;60.7831598212;168;G04;1;A;7;G04_Z1A_ZZ07
-139.2207143153;60.7835132824;161;G04;1;A;8;G04_Z1A_ZZ08
-139.2192831381;60.7830929142;162;G04;1;B;1;G04_Z1B_ZZ01
-139.2185459246;60.7829690604;163;G04;1;B;2;G04_Z1B_ZZ02
-139.2192968994;60.7828556861;164;G04;1;B;3;G04_Z1B_ZZ03
-139.2185636177;60.7827251622;165;G04;1;B;4;G04_Z1B_ZZ04
-139.2193008312;60.7827337368;166;G04;1;B;5;G04_Z1B_ZZ05
-139.2190275707;60.7830919615;167;G04;1;B;6;G04_Z1B_ZZ06
